0.0000e+00, -1.7778e-01, -1.9369e-02, 1.2787e+01, 0.0000e+00, 5.6646e-01, 1.5580e-01, -1.6548e+01
1.0574e-02, -1.8497e-01, 4.6136e-03, 1.0566e+01, 1.7493e-02, 6.3144e-01, -4.4508e-01, 1.7896e+01
4.0901e-02, -8.0525e-01, 4.6748e-01, 9.7763e+00, 7.2311e-02, 1.0214e+00, -7.2278e-01, 1.9518e+01
4.0949e-02, -5.7294e-01, -2.5680e-01, 9.9774e+00, 7.2382e-02, 7.5420e-01, -1.1711e-01, 6.5783e+00
4.1018e-02, -5.0589e-01, -4.8703e-01, 1.0487e+01, 7.2406e-02, 3.3298e-01, 4.9814e-01, -1.2578e+01
7.2532e-02, -4.5080e-01, -2.3761e-01, 9.8091e+00, 7.2588e-02, 2.9447e-01, 1.9411e-01, -7.3010e+00
7.2561e-02, -3.5501e-01, -1.7286e-01, 9.3135e+00, 7.2717e-02, 5.7127e-01, -8.4008e-01, 1.9518e+01
7.3435e-02, -4.5080e-01, 2.3800e-02, 1.0108e+01, 9.8092e-02, 1.1345e+00, -9.1430e-01, 1.9518e+01
1.3214e-01, -5.4420e-01, -2.1603e-01, 1.0069e+01, 1.4180e-01, 5.3998e-01, -6.0069e-01, 1.9518e+01
1.4717e-01, -3.5261e-01, -1.6327e-01, 9.3813e+00, 1.5094e-01, 7.3976e-01, 6.2440e-02, 2.9680e-01
1.5858e-01, -3.5261e-01, -2.1363e-01, 9.8862e+00, 1.6376e-01, 3.5464e-01, -6.4440e-02, -1.9818e+00
1.7020e-01, -5.9450e-01, -1.6327e-01, 9.8582e+00, 1.7492e-01, 6.7477e-01, -3.5172e-01, 1.4188e+01
1.8192e-01, -5.1067e-01, -5.7742e-02, 1.0066e+01, 1.8703e-01, 9.6120e-01, -8.6163e-01, 1.9518e+01
1.9366e-01, -5.3462e-01, -1.6087e-01, 9.6197e+00, 1.9835e-01, 3.8834e-01, -4.7141e-01, 1.1003e+01
2.0479e-01, -4.2446e-01, -2.3042e-01, 9.2597e+00, 2.0960e-01, 1.0913e-01, 2.0847e-01, -1.6492e+00
2.1704e-01, -2.6400e-01, -2.7359e-01, 9.5239e+00, 2.2259e-01, 2.4874e-01, -1.0514e-01, 3.4859e+00
2.2829e-01, -5.0349e-01, -2.5200e-01, 9.7319e+00, 2.3325e-01, 6.5070e-01, -5.8872e-01, 1.7101e+01
2.3882e-01, -4.9391e-01, 1.1808e-02, 9.8137e+00, 2.4275e-01, 8.5288e-01, -7.1081e-01, 1.9518e+01
2.4829e-01, -5.4181e-01, 1.0534e-01, 9.6174e+00, 2.5240e-01, 7.8067e-01, -4.6902e-01, 1.2336e+01
2.5886e-01, -4.8433e-01, -8.4123e-02, 9.8114e+00, 2.6289e-01, 2.7762e-01, -1.0753e-01, 8.7943e-01
2.6941e-01, -4.3883e-01, -3.6952e-01, 9.4795e+00, 2.7411e-01, 3.4020e-01, 8.3986e-02, 8.6864e-02
2.8155e-01, -3.6458e-01, -2.4960e-01, 9.7857e+00, 2.8665e-01, 6.4348e-01, -4.3550e-01, 1.6242e+01
2.9322e-01, -5.5378e-01, -8.1724e-02, 9.7156e+00, 2.9820e-01, 7.5179e-01, -6.1984e-01, 1.9518e+01
3.0375e-01, -4.5799e-01, -1.9444e-01, 9.8371e+00, 3.0931e-01, 6.0256e-01, -3.1341e-01, 9.5363e+00
3.1532e-01, -4.9152e-01, -1.2969e-01, 9.9306e+00, 3.2143e-01, 2.9447e-01, -1.1773e-02, 1.1743e+00
3.2804e-01, -4.0530e-01, -1.8245e-01, 9.7693e+00, 3.3393e-01, 3.9556e-01, -2.1526e-01, 5.1796e+00
3.4020e-01, -4.8673e-01, -3.8555e-02, 1.0113e+01, 3.4471e-01, 7.7586e-01, -5.1211e-01, 1.8316e+01
3.5202e-01, -5.3468e-03, -2.8962e-02, 6.7304e+00, 3.5648e-01, 1.4979e+00, 1.0553e-01, 7.6304e+00
3.6243e-01, -8.9169e-02, -6.4772e-01, 7.7566e+00, 3.6730e-01, 7.7827e-01, -1.8174e-01, 5.3470e+00
3.7256e-01, -4.3643e-01, -6.1414e-01, 1.1006e+01, 3.7727e-01, -3.9939e-03, -3.7566e-01, 1.1369e+01
3.8360e-01, -7.7891e-01, 1.4207e-02, 7.2540e+00, 3.8814e-01, 9.8527e-01, -7.4433e-01, 1.3374e+01
3.9730e-01, -4.5320e-01, 8.3757e-02, 6.5785e+00, 4.0269e-01, 6.4588e-01, -5.6238e-01, 4.8116e+00
4.0832e-01, -4.5559e-01, -1.4648e-01, 1.1034e+01, 4.1234e-01, 8.5770e-01, 4.3288e-02, -1.9148e-01
4.1836e-01, -5.1067e-01, -4.3427e-01, 8.7525e+00, 4.2314e-01, 6.8680e-01, -1.6561e-02, 1.1438e+01
4.2867e-01, -3.7895e-01, -4.2947e-01, 7.5603e+00, 4.3334e-01, 6.7718e-01, -3.2538e-01, 1.9518e+01
4.3785e-01, -2.1131e-01, -3.4074e-01, 9.5402e+00, 4.4336e-01, 4.6536e-01, -3.8523e-01, 1.3542e+01
4.4758e-01, -5.8035e-02, -2.3042e-01, 1.0113e+01, 4.5387e-01, 6.3401e-02, 4.8076e-02, 1.0139e+00
4.5920e-01, -5.6336e-01, -1.7766e-01, 1.0868e+01, 4.6379e-01, 2.0782e-01, -2.0090e-01, 9.4547e-01
4.6802e-01, -5.0110e-01, 7.0119e-03, 1.1457e+01, 4.7361e-01, 7.8549e-01, -4.9296e-01, 1.3317e+01
4.7787e-01, -4.3404e-01, 5.7376e-02, 8.5538e+00, 4.8339e-01, 1.1056e+00, -7.8981e-01, 1.9518e+01
4.8808e-01, -4.1727e-01, 7.0119e-03, 8.3808e+00, 4.9263e-01, 8.4807e-01, -5.0014e-01, 1.4263e+01
4.9729e-01, -5.4899e-01, -1.9444e-01, 1.0337e+01, 5.0411e-01, 5.8090e-01, -4.5909e-03, 3.1510e+00
5.0782e-01, -4.7236e-01, -3.2875e-01, 1.0602e+01, 5.1283e-01, 4.3407e-01, 6.0046e-02, 1.3300e+00
5.1685e-01, -5.0828e-01, -2.4960e-01, 9.4093e+00, 5.2214e-01, 4.5814e-01, -2.9187e-01, 9.3570e+00
5.2616e-01, -5.4660e-01, -3.3759e-02, 9.6571e+00, 5.3205e-01, 6.4348e-01, -5.8154e-01, 1.7228e+01
5.3660e-01, -4.7236e-01, -7.9326e-02, 9.4795e+00, 5.4123e-01, 7.7586e-01, -5.0014e-01, 1.4891e+01
5.4607e-01, -2.8316e-01, -1.6566e-01, 1.0012e+01, 5.5161e-01, 4.6296e-01, -9.0774e-02, 6.7458e+00
5.5614e-01, -3.1429e-01, -2.9277e-01, 9.9096e+00, 5.6130e-01, 2.9688e-01, 4.9850e-03, 3.6157e+00
