0.0000e+00, 5.0757e-01, -2.4660e-01, 8.2863e+00, -3.9969e-03, -1.0392e-02, -3.3041e-02
1.4941e-02, 4.7166e-01, -2.2984e-01, 8.3246e+00, -6.9280e-03, -3.1975e-03, -3.0643e-02
2.9469e-02, 4.7645e-01, -2.0590e-01, 8.3294e+00, -5.7289e-03, -7.0613e-03, -3.2375e-02
4.3726e-02, 5.0518e-01, -2.4181e-01, 8.3342e+00, -2.7979e-03, -7.7274e-03, -3.2375e-02
5.7920e-02, 4.7645e-01, -2.1787e-01, 8.3438e+00, -6.5283e-03, -6.5283e-03, -3.2242e-02
7.1346e-02, 4.7645e-01, -1.9393e-01, 8.2217e+00, -8.5268e-03, -1.0392e-02, -3.1975e-02
8.6872e-02, 5.0757e-01, -2.1548e-01, 8.3103e+00, -7.8606e-03, -7.0613e-03, -3.1975e-02
1.3534e-01, 5.1475e-01, -2.0111e-01, 8.2624e+00, -5.8622e-03, -7.8606e-03, -3.2642e-02
1.5870e-01, 5.2433e-01, -2.1069e-01, 8.2911e+00, -5.4625e-03, -7.3277e-03, -3.1309e-02
1.7758e-01, 4.8842e-01, -2.4660e-01, 8.3222e+00, -3.3308e-03, -6.6616e-03, -3.2775e-02
1.9402e-01, 4.6448e-01, -2.4181e-01, 8.3462e+00, -9.1930e-03, -6.7948e-03, -3.1443e-02
2.1139e-01, 5.1954e-01, -2.1548e-01, 8.3246e+00, -8.7933e-03, -8.2603e-03, -3.2109e-02
2.3837e-01, 4.7405e-01, -1.6759e-01, 8.3199e+00, -7.4609e-03, -7.3277e-03, -3.4640e-02
2.5426e-01, 5.1236e-01, -2.2027e-01, 8.2815e+00, -4.6631e-03, -5.7289e-03, -3.1443e-02
2.7000e-01, 4.7166e-01, -1.8196e-01, 8.3031e+00, -9.5926e-03, -3.9969e-03, -2.8911e-02
2.8383e-01, 4.0701e-01, -1.9393e-01, 8.3390e+00, -7.1945e-03, -6.5283e-03, -3.1043e-02
2.9855e-01, 4.4293e-01, -2.2745e-01, 8.4108e+00, -5.0628e-03, -5.5957e-03, -3.1576e-02
3.1246e-01, 4.3335e-01, -2.0351e-01, 8.3653e+00, -5.1960e-03, -6.7948e-03, -3.4374e-02
3.2876e-01, 4.8123e-01, -1.6520e-01, 8.2768e+00, -6.9280e-03, -6.1286e-03, -3.1842e-02
3.4759e-01, 4.5490e-01, -1.8914e-01, 8.3486e+00, -2.6646e-03, -6.6616e-03, -3.0910e-02
3.6178e-01, 4.5011e-01, -1.8675e-01, 8.3318e+00, -5.9954e-03, -4.7963e-03, -3.2508e-02
3.7545e-01, 4.5490e-01, -1.7957e-01, 8.3342e+00, -5.4625e-03, -6.2619e-03, -3.1709e-02
3.9116e-01, 4.7884e-01, -2.0590e-01, 8.3007e+00, -4.6631e-03, -6.7948e-03, -3.3175e-02
4.0748e-01, 4.2856e-01, -2.0590e-01, 8.2552e+00, -6.9280e-03, -3.7305e-03, -3.0776e-02
4.2102e-01, 4.5969e-01, -1.3647e-01, 8.3414e+00, -5.7289e-03, -6.6616e-03, -3.1443e-02
4.3717e-01, 4.8363e-01, -1.6041e-01, 8.3318e+00, -7.1945e-03, -8.3936e-03, -3.2508e-02
4.5661e-01, 4.8123e-01, -2.3703e-01, 8.3055e+00, -2.2649e-03, -7.9939e-03, -3.1842e-02
4.7031e-01, 5.3870e-01, -2.2027e-01, 8.4491e+00, -4.1302e-03, -3.8637e-03, -3.3974e-02
4.8456e-01, 5.0757e-01, -1.9154e-01, 8.3629e+00, -7.5942e-03, -5.1960e-03, -3.3841e-02
5.0100e-01, 5.2194e-01, -2.1069e-01, 8.2025e+00, -7.5942e-03, -6.9280e-03, -3.0510e-02
5.1727e-01, 4.8602e-01, -1.8914e-01, 8.3199e+00, -6.2619e-03, -9.9923e-03, -3.2242e-02
5.8948e-01, 4.9799e-01, -2.3703e-01, 8.3390e+00, -6.5283e-03, -9.5926e-03, -3.2375e-02
6.0369e-01, 4.9321e-01, -2.0830e-01, 8.3175e+00, -9.3262e-03, -6.3951e-03, -2.9977e-02
6.1937e-01, 4.7884e-01, -2.0590e-01, 8.2432e+00, -6.7948e-03, -5.3292e-03, -3.0910e-02
6.3512e-01, 5.0039e-01, -2.5139e-01, 8.3893e+00, -9.3262e-03, -7.3277e-03, -3.3041e-02
6.5099e-01, 5.1236e-01, -1.8196e-01, 8.4396e+00, -7.3277e-03, -4.1302e-03, -3.3974e-02
6.6623e-01, 4.9081e-01, -2.0590e-01, 8.3222e+00, -6.6616e-03, -4.6631e-03, -3.1043e-02
6.8123e-01, 5.1954e-01, -2.2266e-01, 8.3151e+00, -7.3277e-03, -5.8622e-03, -3.3974e-02
6.9671e-01, 4.9321e-01, -1.9154e-01, 8.3893e+00, -6.6616e-03, -8.1271e-03, -3.2375e-02
7.1394e-01, 4.9799e-01, -1.9393e-01, 8.1858e+00, -7.3277e-03, -3.3308e-03, -3.2109e-02
7.2775e-01, 5.2433e-01, -2.2266e-01, 8.2121e+00, -4.6631e-03, -1.1991e-03, -3.4374e-02
7.4300e-01, 5.2194e-01, -2.4181e-01, 8.2696e+00, -5.9954e-03, -4.2634e-03, -3.1842e-02
7.5935e-01, 4.5011e-01, -1.5323e-01, 8.2145e+00, -7.1945e-03, -6.5283e-03, -3.1309e-02
7.7649e-01, 4.5490e-01, -1.7957e-01, 8.3079e+00, -4.7963e-03, -5.8622e-03, -3.2109e-02
7.9086e-01, 4.6208e-01, -2.1308e-01, 8.2720e+00, -4.7963e-03, -5.9954e-03, -3.3708e-02
8.0681e-01, 4.5011e-01, -2.5139e-01, 8.2432e+00, -6.3951e-03, -7.1945e-03, -3.4640e-02
8.2278e-01, 4.3574e-01, -2.1308e-01, 8.3103e+00, -5.7289e-03, -9.7259e-03, -3.5173e-02
8.3768e-01, 4.6448e-01, -2.1308e-01, 8.4013e+00, -5.7289e-03, -7.4609e-03, -3.0776e-02
8.5276e-01, 4.9081e-01, -2.2505e-01, 8.3677e+00, -4.6631e-03, -6.9280e-03, -3.1709e-02
8.6915e-01, 4.9081e-01, -2.2745e-01, 8.2839e+00, -6.3951e-03, -7.9939e-03, -3.1975e-02
8.8413e-01, 4.5250e-01, -1.5802e-01, 8.2337e+00, -8.7933e-03, -6.1286e-03, -3.2908e-02
8.9862e-01, 4.5729e-01, -2.1069e-01, 8.2911e+00, -3.3308e-03, -6.3951e-03, -3.0776e-02
9.1311e-01, 4.7645e-01, -2.1548e-01, 8.2456e+00, -7.7274e-03, -6.9280e-03, -3.3708e-02
9.3015e-01, 4.8363e-01, -2.4660e-01, 8.2432e+00, -7.7274e-03, -5.4625e-03, -3.2908e-02
9.4540e-01, 4.5969e-01, -2.1308e-01, 8.3055e+00, -7.1945e-03, -8.7933e-03, -3.0776e-02
9.6076e-01, 5.4109e-01, -2.0830e-01, 8.3366e+00, -8.7933e-03, -5.5957e-03, -3.3175e-02
