0.0000e+00, -2.6576e-01, -3.3519e-02, 8.4060e+00, 0.0000e+00, 1.2234e+00, -2.1548e-01, 8.2097e+00
1.1086e-02, -2.9449e-01, -1.4365e-01, 8.3701e+00, 7.6299e-03, 1.1540e+00, -9.0980e-02, 7.8578e+00
1.7944e-02, -3.1843e-01, -1.1253e-01, 8.1786e+00, 1.7270e-02, 1.2043e+00, -1.2689e-01, 9.9192e+00
2.5753e-02, -2.3942e-01, -1.1013e-01, 8.2337e+00, 2.5454e-02, 1.2210e+00, -2.5139e-01, 1.1712e+01
3.3670e-02, -2.6815e-01, -1.0056e-01, 8.2791e+00, 3.2373e-02, 1.2522e+00, -3.0406e-01, 1.1638e+01
4.0213e-02, -2.9449e-01, -9.5768e-02, 8.4156e+00, 4.0023e-02, 1.2881e+00, -2.3942e-01, 1.0223e+01
4.7506e-02, -2.1787e-01, -2.6336e-02, 8.4180e+00, 4.9010e-02, 1.2234e+00, -1.8435e-01, 8.0565e+00
5.4748e-02, -3.0646e-01, -1.1732e-01, 8.3725e+00, 5.6336e-02, 1.2067e+00, -1.5083e-01, 7.4819e+00
6.2850e-02, -2.5618e-01, -4.3096e-02, 8.3246e+00, 6.3416e-02, 1.2713e+00, -1.8914e-01, 8.9591e+00
7.0319e-02, -2.6336e-01, -6.7038e-02, 8.1762e+00, 7.0845e-02, 1.1899e+00, -1.9393e-01, 1.0985e+01
7.8352e-02, -2.4660e-01, -3.5913e-02, 8.3175e+00, 7.7851e-02, 1.1995e+00, -2.9209e-01, 1.2086e+01
8.6283e-02, -2.4660e-01, -1.0534e-01, 8.4108e+00, 8.5059e-02, 1.2641e+00, -3.0167e-01, 1.1653e+01
9.8882e-02, -3.1125e-01, -7.4220e-02, 8.4276e+00, 9.2149e-02, 1.2354e+00, -2.1548e-01, 9.7899e+00
1.1066e-01, -2.4660e-01, -8.1403e-02, 8.2337e+00, 9.9687e-02, 1.2665e+00, -1.6281e-01, 7.7596e+00
1.2439e-01, -2.4660e-01, -9.5768e-02, 8.2887e+00, 1.0748e-01, 1.1779e+00, -1.2689e-01, 7.4723e+00
1.3306e-01, -2.5857e-01, -7.9009e-02, 8.4348e+00, 1.1568e-01, 1.2522e+00, -1.6520e-01, 9.3111e+00
1.4205e-01, -3.6152e-01, -5.7461e-02, 8.3989e+00, 1.2382e-01, 1.3001e+00, -2.2745e-01, 1.1509e+01
1.4938e-01, -2.7533e-01, -9.0980e-02, 8.3869e+00, 1.3071e-01, 1.2689e+00, -2.8491e-01, 1.2251e+01
1.5702e-01, -3.0885e-01, -5.5067e-02, 8.3007e+00, 1.3799e-01, 1.2498e+00, -3.0406e-01, 1.1174e+01
1.6507e-01, -3.0167e-01, -8.1403e-02, 8.2145e+00, 1.4629e-01, 1.2210e+00, -2.6097e-01, 9.4978e+00
1.7321e-01, -2.6097e-01, -5.5067e-02, 8.2768e+00, 1.5282e-01, 1.2067e+00, -1.2689e-01, 7.6279e+00
1.8070e-01, -3.5674e-01, -6.7038e-02, 8.3462e+00, 1.6032e-01, 1.1875e+00, -1.9393e-01, 7.6734e+00
1.8785e-01, -2.7294e-01, -9.8162e-02, 8.3869e+00, 1.6724e-01, 3.1412e+00, 2.2098e+00, 1.5361e+01
1.9492e-01, -3.1125e-01, -2.1548e-02, 8.4013e+00, 1.7370e-01, 5.3391e-01, 2.7773e-01, 1.2359e+01
2.0229e-01, -2.8012e-01, -4.3096e-02, 8.2911e+00, 1.8145e-01, 1.9632e-01, 1.1253e-01, 1.4597e+01
2.0921e-01, -2.6815e-01, -5.0278e-02, 8.2983e+00, 1.8833e-01, 1.6831e+00, 4.0941e-01, 8.1379e+00
2.1678e-01, -3.5913e-01, -8.8585e-02, 8.3270e+00, 1.9608e-01, 6.7516e-01, 4.0462e-01, 4.7214e+00
2.2465e-01, -3.3758e-01, -1.1971e-01, 8.2552e+00, 2.0352e-01, 1.7549e+00, 3.4955e-01, 8.0852e+00
2.3177e-01, -2.6815e-01, -1.0774e-01, 8.3486e+00, 2.1057e-01, 1.2689e+00, 2.4900e-01, 6.9025e+00
2.3996e-01, -2.9688e-01, -7.6614e-02, 8.3606e+00, 2.1811e-01, 9.3134e-01, -4.7884e-03, 1.3685e+01
2.4750e-01, -3.3519e-01, -2.6336e-02, 8.3390e+00, 2.2602e-01, 1.3599e+00, -1.7717e-01, 1.5443e+01
2.5426e-01, -2.5379e-01, -8.8585e-02, 8.3462e+00, 2.3398e-01, 1.3599e+00, -4.7405e-01, 1.1744e+01
2.6164e-01, -2.7294e-01, -5.2672e-02, 8.2265e+00, 2.4202e-01, 1.4724e+00, -2.5379e-01, 7.0509e+00
2.6940e-01, -3.0646e-01, -5.7461e-02, 8.2839e+00, 2.5031e-01, 1.0343e+00, -2.2984e-01, 7.2568e+00
2.7683e-01, -2.4181e-01, -9.5768e-03, 8.2504e+00, 2.5966e-01, 1.2953e+00, -2.8730e-01, 1.0463e+01
2.8395e-01, -3.2561e-01, 4.3096e-02, 1.9613e+01, 2.6669e-01, 1.2354e+00, -2.8252e-01, 1.3412e+01
2.9068e-01, 2.7773e-01, 3.9025e-01, 6.8833e+00, 2.7432e-01, 1.2043e+00, -2.4900e-01, 1.2048e+01
2.9794e-01, -5.1954e-01, -2.1548e-02, 7.5800e+00, 2.8238e-01, 1.1660e+00, -4.0701e-02, 6.9552e+00
